Total Car_ID Year Make Model Ranking
12 193 2014 Nissan Ssntra     135
12 108 2013 Audi S4     136
10 243 2008 Toyota Matrix     137
10 237 1987 Volkswagen Jetta     138
10 190 1995 Lexus Sc300     139
10 177 2005 Volkswagen Jetta gli     140
10 16 2008 Nissan 350z     141
10 138 1990 Mazda Miata     142
8 96 2017 Volkswagen Gti     143
8 94 2004 Volkswagen Gti     144
8 86 1996 Volkswagen Jetta     145
8 69 2018 Subaru WRX     146
8 68 2013 Nissan Altima     147
8 42 2001 Dodge Viper     148
8 28 1995 Bmw 318xi     149
8 185 2013 Volkswagen Jett     150
8 184 2010 Volkswagen Cc     151
8 102 2015 Honda Accord     152
6 75 2012 Subaru WRX     153
6 74 2015 Honda Accord     154
6 71 2008 Acura TL     155
6 64 2004 Subaru Forester     156
6 40 2007 Subaru Legacy     157
6 212 2001 Lexus Is300     158
6 1 2012 Subaru WRX     159
6 111 2007 Bmw 328i     160
4 72 2016 Honda Civic si     161
4 66 2010 Volkswagen Gti     162
4 174 2006 Acura Rsx     163
2 197 2010 Audi A4     164
0 70 2014 Honda Civic     165
0 101 2014 Honda Civic     166
0 0 2015 Chevy Camaro     167
